,Date,Close,High,Low,Open,Volume,Ticker
0,2015-01-02,0.4830990731716156,0.0001226294149272271,0.00014169484131218522,0.000127425703249303,0.016819760031644176,NVDA
1,2015-01-05,0.4749394357204437,0.00010847984445874021,0.000123779577259587,0.00012742582611985657,0.03996835582121039,NVDA
2,2015-01-06,0.46054017543792725,5.3454201539952784e-05,3.74600707802146e-05,7.865843138210593e-05,0.03991671427943568,NVDA
3,2015-01-07,0.4593401849269867,0.0,2.280151684981276e-05,1.5730877175653551e-06,0.0739902430448732,NVDA
4,2015-01-08,0.4766193926334381,7.546432233419267e-05,6.677574557250113e-05,6.292455321359799e-06,0.06354436777567793,NVDA
5,2015-01-09,0.47853925824165344,9.275796667952306e-05,0.00011726460944854909,9.596247113955727e-05,0.04315145255570694,NVDA
6,2015-01-12,0.47253960371017456,7.860880418224985e-05,9.28349120430526e-05,0.00010540186013417155,0.037985100865819896,NVDA
7,2015-01-13,0.4718196392059326,0.00011634101589864162,9.446373600960909e-05,8.180449296742642e-05,0.050617500988880584,NVDA
8,2015-01-14,0.47373950481414795,4.716498306100688e-05,7.491921386633144e-05,2.045089112099772e-05,0.0282413308135191,NVDA
9,2015-01-15,0.4703795611858368,7.860780658025925e-05,0.00010586339901964229,8.809619859647278e-05,0.037490660572232236,NVDA
10,2015-01-16,0.47901925444602966,7.546392353586758e-05,9.283433926641571e-05,3.932853937294858e-05,0.03545246780644311,NVDA
11,2015-01-20,0.4804593026638031,0.00011162447893299163,0.00013518082948304208,0.0001227068087128443,0.02413418010811761,NVDA
12,2015-01-21,0.48717889189720154,0.00013363464067949827,0.00013518022351625622,9.281621571473418e-05,0.02536258954863095,NVDA
13,2015-01-22,0.49557843804359436,0.00019023231405112476,0.00019381213179020312,0.00016046130586102898,0.029464246472992575,NVDA
14,2015-01-23,0.49701863527297974,0.00019652258041650628,0.00025407500274245024,0.00021237730360429636,0.018670065485869997,NVDA
15,2015-01-26,0.49485865235328674,0.00019180561451732437,0.00025244602672114,0.00020451128196708477,0.022192677888630073,NVDA
16,2015-01-27,0.47109970450401306,0.00012891872102803155,0.00010586454753136292,0.00015417009300869788,0.08391750538390542,NVDA
17,2015-01-28,0.46341997385025024,7.0747745859032e-05,5.8632321836998326e-05,8.652377588325329e-05,0.06050850437304971,NVDA
18,2015-01-29,0.47469958662986755,6.131519571516168e-05,4.723216436493304e-05,4.3544137219575507e-10,0.050238430097130055,NVDA
19,2015-01-30,0.46077999472618103,5.816973014936876e-05,3.745903418610761e-05,5.0340449751864504e-05,0.06750538390541906,NVDA
20,2015-02-02,0.47085967659950256,3.14434800071017e-05,0.0,0.0,0.05690348525469169,NVDA
21,2015-02-03,0.4826190173625946,9.904623696590674e-05,0.00011726424775022545,6.921822076013393e-05,0.0359897595921417,NVDA
22,2015-02-04,0.48381906747817993,0.00013992337060914767,0.0001710112988096888,0.00011484069294873198,0.03545356656265108,NVDA
