Date,Close,High,Low,Open,Volume,Ticker
,NVDA,NVDA,NVDA,NVDA,NVDA,
2020-01-02,5.972161769866943,5.972161769866943,5.892752419133898,5.943285685491549,237536000,NVDA
2020-01-03,5.876571178436279,5.9203836073401535,5.827531170640705,5.852424606945243,205384000,NVDA
2020-01-06,5.901214122772217,5.906441700582744,5.757082063251852,5.783219952304488,262636000,NVDA
2020-01-07,5.972659587860107,6.018463341200832,5.884537133884927,5.929594022388191,314856000,NVDA
2020-01-08,5.983860492706299,6.025183524103696,5.928348456456895,5.968426555090206,277108000,NVDA
2020-01-09,6.049579620361328,6.122019332386319,5.9958101036344775,6.070241138559637,255112000,NVDA
2020-01-10,6.081940650939941,6.1872395630455745,6.067751644612036,6.156869752720593,316296000,NVDA
2020-01-13,6.272624492645264,6.2977667270316795,6.142432131580578,6.165085449519322,319840000,NVDA
2020-01-14,6.155625820159912,6.255199094022158,6.142431999336012,6.2298075886953805,359088000,NVDA
2020-01-15,6.113058090209961,6.19072538934148,6.087168990499455,6.1683213424842025,263104000,NVDA
2020-01-16,6.196699619293213,6.202674063235496,6.1431788952956,6.166578602901696,284192000,NVDA
2020-01-17,6.205410957336426,6.223334285426374,6.1578646871941904,6.21586611335488,253792000,NVDA
2020-01-21,6.172055244445801,6.205661312431895,6.137951108313541,6.16881898850275,217916000,NVDA
2020-01-22,6.226074695587158,6.312703433412798,6.1984430663010945,6.2173620624611825,239240000,NVDA
2020-01-23,6.294530391693115,6.302994226877726,6.177283056528043,6.266152376360802,244516000,NVDA
2020-01-24,6.235283851623535,6.4598218835138725,6.181016268171984,6.410035013873357,373512000,NVDA
2020-01-27,5.979381084442139,6.03041241844546,5.780980921024543,5.930589870218753,470536000,NVDA
2020-01-28,6.172801971435547,6.205163105735064,5.992075883242663,6.045347807566463,310976000,NVDA
2020-01-29,6.112310409545898,6.194458405742976,6.072480632029588,6.158362951782948,258848000,NVDA
2020-01-30,6.11903190612793,6.132474522783302,5.959465881327927,6.0144798564624296,290504000,NVDA
2020-01-31,5.885532855987549,6.085177473421294,5.843712223081829,6.073228585504566,370420000,NVDA
2020-02-03,5.982615947723389,6.002032530375572,5.86113624602365,5.8673594853453634,255564000,NVDA
2020-02-04,6.151891231536865,6.1710594954488736,6.074473210292786,6.124508879153485,271544000,NVDA
2020-02-05,6.242254257202148,6.283079226385113,6.158861317756116,6.272872865388671,208220000,NVDA
2020-02-06,6.329132080078125,6.329132080078125,6.19545514360425,6.276607492554821,218284000,NVDA
2020-02-07,6.262915134429932,6.311208271913622,6.2375236328730574,6.289053025912521,189752000,NVDA
2020-02-10,6.546202182769775,6.546948572779243,6.28058989680513,6.285568679018412,529608000,NVDA
2020-02-11,6.668676853179932,6.783435262639754,6.592503292289817,6.6544878466622785,638556000,NVDA
2020-02-12,6.784430980682373,6.790903492342867,6.682617118783426,6.721450764338016,374644000,NVDA
2020-02-13,6.740619659423828,6.807831804085127,6.6990478193443925,6.726430650458893,528016000,NVDA
2020-02-14,7.213842391967773,7.342789830303132,7.119496687612803,7.150862165228814,1041924000,NVDA
2020-02-18,7.382617473602295,7.401038871198781,7.091116590521098,7.110533174708703,620164000,NVDA
2020-02-19,7.833934783935547,7.8516093193598975,7.505093939279053,7.505093939279053,694332000,NVDA
2020-02-20,7.684573650360107,7.874260669430962,7.377140774089348,7.785889433473881,810052000,NVDA
2020-02-21,7.320384502410889,7.597447597328472,7.235498310480774,7.572305365329303,768180000,NVDA
2020-02-24,6.802851676940918,7.016685754399447,6.67141487324795,6.725931253197748,856916000,NVDA
2020-02-25,6.523299694061279,6.940014150314827,6.42148583523213,6.878029597294188,1055496000,NVDA
2020-02-26,6.662703514099121,6.856871772437385,6.52205645930819,6.523549714324081,747732000,NVDA
2020-02-27,6.291818141937256,6.650496740610575,6.199408548365885,6.349106949513164,906416000,NVDA
2020-02-28,6.726966381072998,6.786497136893554,6.022561782497065,6.0392501577391435,1133252000,NVDA
2020-03-02,6.885382175445557,6.914276004520693,6.501048355361241,6.897089264400628,890744000,NVDA
2020-03-03,6.62285041809082,7.000957317371102,6.537415074077582,6.941177613639033,652792000,NVDA
2020-03-04,7.086641788482666,7.096106944114291,6.65548002883843,6.7302050167333975,597408000,NVDA
2020-03-05,6.807170867919922,7.054011254176982,6.762584919625369,6.887126080116027,540328000,NVDA
2020-03-06,6.626585483551025,6.685119975650796,6.426323102976451,6.62758174053055,515412000,NVDA
2020-03-09,6.113476753234863,6.461195656847714,5.932643026719614,5.9754849320614145,614160000,NVDA
2020-03-10,6.503040313720703,6.503040313720703,6.127175423072159,6.3899568373554105,580648000,NVDA
2020-03-11,6.139132022857666,6.391452544563444,6.041990066264939,6.363057079152088,499964000,NVDA
2020-03-12,5.387898921966553,5.881330667257028,5.375195577473486,5.6158089608703055,816540000,NVDA
2020-03-13,5.998897552490234,6.003380946123381,5.470096072412743,5.741346375628971,634836000,NVDA
2020-03-16,4.891976833343506,5.6317516611543175,4.832197130858555,5.2907576038362425,726972000,NVDA
2020-03-17,5.411811351776123,5.501232192910252,4.75747237516683,5.004312758798848,833632000,NVDA
2020-03-18,5.051887035369873,5.2292336038861995,4.500419131132714,4.984136810345993,874268000,NVDA
2020-03-19,5.30470609664917,5.3983609069742196,4.817002895403094,5.030466044188625,765512000,NVDA
2020-03-20,5.124867916107178,5.736862763330307,5.109424746891943,5.454901640146078,804636000,NVDA
2020-03-23,5.297730922698975,5.392133512073568,4.944781368645172,5.123871498275957,643876000,NVDA
2020-03-24,6.206634044647217,6.293315074323721,5.680323278059523,5.70398593115428,1101644000,NVDA
2020-03-25,6.117959499359131,6.521472557882373,6.069139106484016,6.321708542587317,793432000,NVDA
2020-03-26,6.4073944091796875,6.531437214285928,6.227058561399177,6.325196780085828,696108000,NVDA
2020-03-27,6.295057773590088,6.553854198848943,6.194179261010229,6.227058120283938,638828000,NVDA
2020-03-30,6.615378379821777,6.624594590539323,6.316479358836106,6.360566947803451,602252000,NVDA
2020-03-31,6.5658087730407715,6.85972592693004,6.420095398404907,6.655478066960732,949960000,NVDA
2020-04-01,6.054443359375,6.514249459309813,6.009857889253428,6.367789228140478,656912000,NVDA
2020-04-02,6.36330509185791,6.3765063269933995,6.035512822171085,6.083585423734938,675764000,NVDA
2020-04-03,6.075366497039795,6.367290694702099,5.937873057587825,6.325693996679395,663212000,NVDA
2020-04-06,6.685369968414307,6.72223433295234,6.300039372327948,6.357577616461794,727884000,NVDA
2020-04-07,6.451979160308838,6.930715589086109,6.408887836296941,6.907052465159574,784520000,NVDA
2020-04-08,6.6492509841918945,6.674159305694369,6.491083689000905,6.561075839630368,542444000,NVDA
2020-04-09,6.549618244171143,6.797953200304439,6.486600365869771,6.775037867333062,525564000,NVDA
2020-04-13,6.721487522125244,6.730205366569781,6.401416732984699,6.489840855257511,398408000,NVDA
2020-04-14,7.072692394256592,7.106816454510555,6.822115458062838,6.849763610018782,530948000,NVDA
2020-04-15,6.995227336883545,7.078171789754281,6.859228516671217,6.904561298379728,366148000,NVDA
2020-04-16,7.340456008911133,7.447561485582483,7.137454254378709,7.150655492292634,745620000,NVDA
2020-04-17,7.2811737060546875,7.44407335910978,7.147167405269901,7.422652171604382,539120000,NVDA
2020-04-20,7.14990758895874,7.310565790669369,7.1055710638254,7.154640403627989,449388000,NVDA
2020-04-21,6.713017463684082,7.09311684107269,6.653237765638514,7.031842995013919,735160000,NVDA
2020-04-22,7.127490043640137,7.170332420198244,6.859726852955732,6.905308579945586,483356000,NVDA
2020-04-23,7.074186325073242,7.301598496548493,7.049029054031035,7.1695851787187115,424160000,NVDA
2020-04-24,7.213174343109131,7.215166857112754,6.989249310229326,7.063974286406707,352328000,NVDA
2020-04-27,7.399736404418945,7.559647277254532,7.323018921713234,7.347678299224149,479388000,NVDA
2020-04-28,7.257262229919434,7.577084020311435,7.251782578633784,7.547193933556048,442904000,NVDA
2020-04-29,7.43411111831665,7.486916543753276,7.316793177918443,7.392016050247552,379160000,NVDA
2020-04-30,7.280177593231201,7.434110461581394,7.266229045301317,7.380059363266312,375916000,NVDA
2020-05-01,7.043549060821533,7.195987302726831,6.9952270351013786,7.082654878258051,342096000,NVDA
2020-05-04,7.255518913269043,7.269218517045699,6.996224123851713,6.996224123851713,317556000,NVDA
2020-05-05,7.3165435791015625,7.479194289752949,7.255518206879686,7.359634900393483,368896000,NVDA
2020-05-06,7.417421817779541,7.522285825794979,7.358140487441627,7.396001104345691,323464000,NVDA
2020-05-07,7.593771934509277,7.657038766296395,7.505347832309202,7.556658630118783,373732000,NVDA
2020-05-08,7.783823013305664,7.790049976698938,7.631633690546733,7.665508808486048,339216000,NVDA
2020-05-11,8.035893440246582,8.082720844345966,7.750195726006368,7.77884013356439,469060000,NVDA
2020-05-12,7.773858070373535,8.1424997468575,7.764143971249282,8.093679830683575,493060000,NVDA
2020-05-13,7.751440525054932,8.0488443439838,7.5668702799806935,7.888435584821306,625852000,NVDA
2020-05-14,8.001022338867188,8.006501990035128,7.659281000499965,7.812964929554271,602312000,NVDA
2020-05-15,8.459583282470703,8.469296907800649,7.845096949660704,7.860789067661687,987660000,NVDA
2020-05-18,8.718130111694336,8.883770081893816,8.648636311914329,8.72834257799141,774460000,NVDA
2020-05-19,8.773176193237305,9.054140597698307,8.730582765622733,8.757981968752405,717320000,NVDA
2020-05-20,8.937071800231934,9.00980377491295,8.856119875286169,8.957994618961534,587536000,NVDA
2020-05-21,8.743037223815918,9.019268800913053,8.705425557667008,9.018273019129401,761068000,NVDA
2020-05-22,8.99311637878418,9.059621877759398,8.681265611055084,8.792853995602819,1038764000,NVDA
2020-05-26,8.685749053955078,9.148046532608788,8.640167324506367,9.123137730859893,770780000,NVDA
2020-05-27,8.493953704833984,8.60105819141963,7.967393306641744,8.593337083037031,1175892000,NVDA
2020-05-28,8.455846786499023,8.728342326374072,8.348491420727514,8.381370278290833,734896000,NVDA
2020-05-29,8.84291934967041,8.84291934967041,8.453852737073744,8.523097584570365,745256000,NVDA
2020-06-01,8.773923873901367,8.808297353850003,8.657602672309377,8.800825188704158,389876000,NVDA
2020-06-02,8.792854309082031,8.804810343591765,8.626218562748878,8.763961430009315,391320000,NVDA
2020-06-03,8.737309455871582,8.833704572769488,8.668064600878465,8.789866411031502,365440000,NVDA
2020-06-04,8.738306999206543,8.914487794883852,8.649592527704726,8.69993003369928,424280000,NVDA
2020-06-05,8.891310691833496,8.968062702221557,8.67999265362139,8.766214611092508,481748000,NVDA
2020-06-08,8.776680946350098,8.861157590804982,8.65781419131924,8.848697984444055,387736000,NVDA
2020-06-09,9.016904830932617,9.080450057640956,8.723103574585048,8.771696703654069,468488000,NVDA
2020-06-10,9.336627006530762,9.46944872038575,9.12406264265796,9.138267568619577,632180000,NVDA
2020-06-11,8.767961502075195,9.231465258271147,8.757744374933589,9.120573115586287,583652000,NVDA
2020-06-12,8.903772354125977,9.157703311638054,8.675259683456822,9.133033152688672,570908000,NVDA
2020-06-15,9.144244194030762,9.15271695416062,8.715626908107776,8.786897716811467,400004000,NVDA
